Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0.49999999999999994,1,0.5,0.7158196134574086,0.0,0.25,0.3333333333333333,0,0.9142857142857141,0.6666666666666667,0.25,1.0,0.26117746538420883,0.6980525998795423,0.8888888888888888,1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.15000000000000002,0.2222222222222222,0.0,0.29411764705882354,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.7380952380952379,0,1.0,0.12670007158196134,0.25,0.0,0.6666666666666667,1,0.4428571428571429,0.3333333333333333,0.25,0.3333333333333333,0.2810485149561357,0.9160008030515961,0.1111111111111111,0,0.8571428571428571,1.0,1.0,0.3333333333333333,0.25,0.5,0.6666666666666667,0.25,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.35714285714285715,0,1.0,0.9234073013600572,0.07142857142857142,0.75,1.0,0,0.3714285714285714,0.6666666666666667,0.0,0.6666666666666667,0.07599619490540113,0.845814093555511,0.1111111111111111,1,0.0,0.0,0.6666666666666667,0.0,0.2,0.5,0.6666666666666667,0.2,0.38888888888888884,0.2,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.21428571428571425,0,0.5,0.35003579098067283,0.03571428571428571,0.0,0.0,1,0.14285714285714285,0.6666666666666667,0.0,0.3333333333333333,0.12773491174294474,0.5837382051796828,1.0,0,0.0714285714285714,0.0,1.0,0.3333333333333333,0.15000000000000002,0.5,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3333333333333333,0,1.0,0.64638511095204,0.03571428571428571,0.25,1.0,1,0.7,0.6666666666666667,0.0,1.0,0.10659549730472467,0.3922907046777755,0.0,0,0.1428571428571428,0.0,0.6666666666666667,0.0,0.2,0.3333333333333333,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.2,0.3529411764705882,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.976190476190476,0,0.5,0.8747315676449534,0.07142857142857142,0.5,0.6666666666666667,0,0.7285714285714284,1.0,0.0,0.0,0.08556177993869571,0.31600080305159606,0.4444444444444444,1,0.6428571428571427,1.0,0.0,1.0,0.30000000000000004,0.5,0.3333333333333333,0.025,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.28571428571428564,0,0.5,0.8990694345025053,0.8214285714285714,0.0,1.0,1,0.5285714285714285,0.6666666666666667,0.0,0.6666666666666667,0.08677729626889336,0.45135514956835976,0.1111111111111111,0,0.7857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.025,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4761904761904761,0,1.0,0.0816034359341446,0.7857142857142857,0.5,1.0,1,0.2,0.3333333333333333,0.5,0.6666666666666667,0.4478913434097876,0.2687412166231681,0.0,0,0.7142857142857143,1.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666667,0.225,0.38888888888888884,0.06666666666666667,0.47058823529411764,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.42857142857142855,0,0.5,0.8568360773085182,0.9285714285714285,0.5,0.6666666666666667,1,0.9142857142857141,0.6666666666666667,0.25,0.6666666666666667,0.22122397209597297,0.5815298132905039,0.6666666666666666,0,0.1428571428571428,0.0,0.3333333333333333,0.6666666666666666,0.42500000000000004,0.5,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.4666666666666667,0.4117647058823529,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4047619047619047,0,0.5,0.5060844667143879,0.5357142857142857,0.5,0.0,1,0.7714285714285714,1.0,0.0,0.3333333333333333,0.07266673713138147,0.5775948604697851,0.0,0,0.1428571428571428,0.0,0.6666666666666667,0.3333333333333333,0.15000000000000002,0.8333333333333333,0.6666666666666667,0.125,0.2222222222222222,0.0,0.1764705882352941,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2619047619047619,0,0.5,0.03650680028632784,0.5,0.25,1.0,0,0.2714285714285714,0.3333333333333333,0.25,0.6666666666666667,0.1660501004122186,0.425135514956836,0.0,1,0.0714285714285714,0.0,1.0,0.0,0.25,0.5,0.6666666666666667,0.225,0.2777777777777778,0.0,0.47058823529411764,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3095238095238095,0,0.5,0.4065855404438081,0.8928571428571428,0.0,0.0,1,0.01428571428571429,0.6666666666666667,0.0,0.6666666666666667,0.0982982771377233,0.5250351335073279,0.1111111111111111,0,0.4285714285714285,0.0,1.0,0.3333333333333333,0.125,0.16666666666666666,0.3333333333333333,0.125,0.1111111111111111,0.26666666666666666,0.1764705882352941,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
